freq_GHz,S11_dB_flat_0pct,S11_dB_flat_5pct,S11_dB_flat_10pct,S11_dB_flat_15pct,S11_dB_flat_20pct
3.252000,-2.2853,-1.9134,-1.6231,-1.4718,-1.3799
3.254000,-2.2759,-1.9066,-1.6193,-1.4694,-1.3789
3.256000,-2.2665,-1.8999,-1.6155,-1.4671,-1.3778
3.258000,-2.2573,-1.8933,-1.6118,-1.4649,-1.3769
3.260000,-2.2481,-1.8867,-1.6081,-1.4626,-1.3759
3.262000,-2.2390,-1.8801,-1.6044,-1.4604,-1.3750
3.264000,-2.2300,-1.8736,-1.6008,-1.4583,-1.3741
3.266000,-2.2210,-1.8672,-1.5972,-1.4562,-1.3732
3.268000,-2.2121,-1.8608,-1.5937,-1.4541,-1.3724
3.270000,-2.2033,-1.8545,-1.5902,-1.4520,-1.3716
3.272000,-2.1946,-1.8482,-1.5868,-1.4500,-1.3708
3.274000,-2.1859,-1.8420,-1.5834,-1.4480,-1.3701
3.276000,-2.1773,-1.8359,-1.5800,-1.4460,-1.3694
3.278000,-2.1687,-1.8298,-1.5766,-1.4441,-1.3687
3.280000,-2.1603,-1.8237,-1.5733,-1.4422,-1.3680
3.282000,-2.1519,-1.8178,-1.5701,-1.4404,-1.3674
3.284000,-2.1436,-1.8118,-1.5669,-1.4385,-1.3668
3.286000,-2.1353,-1.8059,-1.5637,-1.4367,-1.3662
3.288000,-2.1271,-1.8001,-1.5605,-1.4350,-1.3657
3.290000,-2.1190,-1.7943,-1.5574,-1.4332,-1.3652
3.292000,-2.1109,-1.7886,-1.5544,-1.4315,-1.3647
3.294000,-2.1029,-1.7829,-1.5513,-1.4299,-1.3643
3.296000,-2.0950,-1.7773,-1.5483,-1.4282,-1.3638
3.298000,-2.0871,-1.7718,-1.5454,-1.4266,-1.3635
3.300000,-2.0793,-1.7662,-1.5424,-1.4251,-1.3631
3.302000,-2.0716,-1.7608,-1.5396,-1.4235,-1.3628
3.304000,-2.0639,-1.7554,-1.5367,-1.4220,-1.3625
3.306000,-2.0563,-1.7500,-1.5339,-1.4205,-1.3622
3.308000,-2.0487,-1.7447,-1.5311,-1.4191,-1.3620
3.310000,-2.0412,-1.7394,-1.5284,-1.4177,-1.3617
3.312000,-2.0338,-1.7342,-1.5257,-1.4163,-1.3616
3.314000,-2.0264,-1.7290,-1.5230,-1.4149,-1.3614
3.316000,-2.0191,-1.7239,-1.5204,-1.4136,-1.3613
3.318000,-2.0119,-1.7188,-1.5178,-1.4123,-1.3612
3.320000,-2.0047,-1.7138,-1.5152,-1.4110,-1.3611
3.322000,-1.9975,-1.7088,-1.5127,-1.4098,-1.3611
3.324000,-1.9904,-1.7039,-1.5102,-1.4086,-1.3611
3.326000,-1.9834,-1.6990,-1.5077,-1.4074,-1.3611
3.328000,-1.9765,-1.6942,-1.5053,-1.4063,-1.3611
3.330000,-1.9696,-1.6894,-1.5029,-1.4052,-1.3612
3.332000,-1.9627,-1.6846,-1.5005,-1.4041,-1.3613
3.334000,-1.9559,-1.6799,-1.4982,-1.4031,-1.3615
3.336000,-1.9492,-1.6753,-1.4959,-1.4021,-1.3616
3.338000,-1.9425,-1.6707,-1.4937,-1.4011,-1.3618
3.340000,-1.9359,-1.6661,-1.4915,-1.4001,-1.3620
3.342000,-1.9293,-1.6616,-1.4893,-1.3992,-1.3623
3.344000,-1.9228,-1.6571,-1.4871,-1.3983,-1.3626
3.346000,-1.9163,-1.6527,-1.4850,-1.3974,-1.3629
3.348000,-1.9099,-1.6483,-1.4829,-1.3966,-1.3632
3.350000,-1.9036,-1.6440,-1.4809,-1.3958,-1.3636
3.352000,-1.8973,-1.6397,-1.4788,-1.3950,-1.3640
3.354000,-1.8910,-1.6354,-1.4769,-1.3942,-1.3644
3.356000,-1.8848,-1.6312,-1.4749,-1.3935,-1.3649
3.358000,-1.8787,-1.6270,-1.4730,-1.3928,-1.3654
3.360000,-1.8726,-1.6229,-1.4711,-1.3922,-1.3659
3.362000,-1.8665,-1.6188,-1.4692,-1.3915,-1.3664
3.364000,-1.8605,-1.6148,-1.4674,-1.3909,-1.3670
3.366000,-1.8546,-1.6108,-1.4656,-1.3904,-1.3676
3.368000,-1.8487,-1.6068,-1.4639,-1.3898,-1.3682
3.370000,-1.8428,-1.6029,-1.4621,-1.3893,-1.3688
3.372000,-1.8370,-1.5990,-1.4604,-1.3888,-1.3695
3.374000,-1.8313,-1.5952,-1.4588,-1.3884,-1.3702
3.376000,-1.8256,-1.5914,-1.4571,-1.3880,-1.3710
3.378000,-1.8199,-1.5876,-1.4555,-1.3876,-1.3718
3.380000,-1.8143,-1.5839,-1.4540,-1.3872,-1.3726
3.382000,-1.8087,-1.5802,-1.4524,-1.3868,-1.3734
3.384000,-1.8032,-1.5766,-1.4509,-1.3865,-1.3742
3.386000,-1.7978,-1.5730,-1.4495,-1.3863,-1.3751
3.388000,-1.7923,-1.5695,-1.4480,-1.3860,-1.3760
3.390000,-1.7870,-1.5659,-1.4466,-1.3858,-1.3770
3.392000,-1.7816,-1.5625,-1.4452,-1.3856,-1.3780
3.394000,-1.7763,-1.5590,-1.4439,-1.3854,-1.3790
3.396000,-1.7711,-1.5556,-1.4426,-1.3853,-1.3800
3.398000,-1.7659,-1.5522,-1.4413,-1.3852,-1.3810
3.400000,-1.7608,-1.5489,-1.4400,-1.3851,-1.3821
3.402000,-1.7556,-1.5456,-1.4388,-1.3850,-1.3832
3.404000,-1.7506,-1.5424,-1.4376,-1.3850,-1.3844
3.406000,-1.7456,-1.5392,-1.4364,-1.3850,-1.3856
3.408000,-1.7406,-1.5360,-1.4353,-1.3850,-1.3868
3.410000,-1.7356,-1.5329,-1.4342,-1.3851,-1.3880
3.412000,-1.7307,-1.5298,-1.4331,-1.3852,-1.3893
3.414000,-1.7259,-1.5267,-1.4321,-1.3853,-1.3906
3.416000,-1.7211,-1.5237,-1.4311,-1.3855,-1.3919
3.418000,-1.7163,-1.5207,-1.4301,-1.3856,-1.3932
3.420000,-1.7116,-1.5177,-1.4291,-1.3858,-1.3946
3.422000,-1.7069,-1.5148,-1.4282,-1.3861,-1.3960
3.424000,-1.7022,-1.5119,-1.4273,-1.3863,-1.3974
3.426000,-1.6976,-1.5091,-1.4264,-1.3866,-1.3989
3.428000,-1.6931,-1.5062,-1.4256,-1.3869,-1.4004
3.430000,-1.6885,-1.5035,-1.4248,-1.3873,-1.4019
3.432000,-1.6841,-1.5007,-1.4240,-1.3876,-1.4035
3.434000,-1.6796,-1.4980,-1.4233,-1.3880,-1.4051
3.436000,-1.6752,-1.4953,-1.4225,-1.3885,-1.4067
3.438000,-1.6708,-1.4927,-1.4219,-1.3889,-1.4083
3.440000,-1.6665,-1.4901,-1.4212,-1.3894,-1.4100
3.442000,-1.6622,-1.4875,-1.4206,-1.3899,-1.4117
3.444000,-1.6579,-1.4850,-1.4200,-1.3905,-1.4134
3.446000,-1.6537,-1.4825,-1.4194,-1.3910,-1.4152
3.448000,-1.6495,-1.4800,-1.4188,-1.3916,-1.4170
3.450000,-1.6454,-1.4776,-1.4183,-1.3923,-1.4188
3.452000,-1.6413,-1.4752,-1.4178,-1.3929,-1.4206
3.454000,-1.6372,-1.4728,-1.4174,-1.3936,-1.4225
3.456000,-1.6332,-1.4705,-1.4170,-1.3943,-1.4244
3.458000,-1.6292,-1.4682,-1.4166,-1.3950,-1.4263
3.460000,-1.6252,-1.4659,-1.4162,-1.3958,-1.4283
3.462000,-1.6213,-1.4637,-1.4158,-1.3966,-1.4303
3.464000,-1.6174,-1.4615,-1.4155,-1.3974,-1.4323
3.466000,-1.6135,-1.4593,-1.4152,-1.3983,-1.4344
3.468000,-1.6097,-1.4572,-1.4150,-1.3991,-1.4365
3.470000,-1.6059,-1.4550,-1.4148,-1.4000,-1.4386
3.472000,-1.6021,-1.4530,-1.4146,-1.4010,-1.4407
3.474000,-1.5984,-1.4509,-1.4144,-1.4019,-1.4429
3.476000,-1.5947,-1.4489,-1.4142,-1.4029,-1.4451
3.478000,-1.5911,-1.4469,-1.4141,-1.4039,-1.4474
3.480000,-1.5874,-1.4450,-1.4140,-1.4050,-1.4496
3.482000,-1.5839,-1.4431,-1.4140,-1.4060,-1.4519
3.484000,-1.5803,-1.4412,-1.4140,-1.4071,-1.4542
3.486000,-1.5768,-1.4393,-1.4140,-1.4083,-1.4566
3.488000,-1.5733,-1.4375,-1.4140,-1.4094,-1.4590
3.490000,-1.5698,-1.4357,-1.4140,-1.4106,-1.4614
3.492000,-1.5664,-1.4339,-1.4141,-1.4118,-1.4639
3.494000,-1.5630,-1.4322,-1.4142,-1.4130,-1.4663
3.496000,-1.5596,-1.4305,-1.4144,-1.4143,-1.4688
3.498000,-1.5563,-1.4288,-1.4145,-1.4156,-1.4714
3.500000,-1.5530,-1.4272,-1.4147,-1.4169,-1.4740
