freq_GHz,Sdd11_dB_freespace,Sdd11_dB_onbody
2.4741,-4.856252867866323,-6.376186229458117
2.4758,-4.867198269849169,-6.384513820434293
2.4775,-4.878194390996393,-6.392889264975526
2.4792,-4.889241903069376,-6.401312424460714
2.4809,-4.900341467618276,-6.409783151036698
2.4826,-4.91149373553512,-6.418301287447033
2.4843,-4.922699346648765,-6.426866666857849
2.486,-4.933958929360413,-6.435479112680843
2.4877000000000002,-4.945273100318382,-6.444138438393367
2.4894,-4.956642464130592,-6.452844447355592
2.4911000000000003,-4.968067613113224,-6.461596932624799
2.4928,-4.979549127073839,-6.47039567676667
2.4945,-4.991087573127372,-6.479240451663769
2.4962,-5.002683505543056,-6.488131018320997
2.4979,-5.014337465620634,-6.497067126668174
2.4996,-5.026049981593976,-6.506048515359709
2.5013,-5.037821568560278,-6.515074911571311
2.503,-5.049652728433034,-6.524146030793841
2.5047,-5.061543949917012,-6.533261576624225
2.5064,-5.073495708503373,-6.542421240553508
2.5080999999999998,-5.085508466483239,-6.551624701751994
2.5098000000000003,-5.097582672978012,-6.560871626851588
2.5115,-5.109718763984655,-6.570161669725229
2.5132000000000003,-5.121917162434508,-6.579494471263558
2.5149,-5.134178278263814,-6.588869659148773
2.5166000000000004,-5.146502508494719,-6.598286847625716
2.5183,-5.15889023732501,-6.607745637270233
2.52,-5.1713418362254355,-6.617245614754838
2.5217,-5.183857664043096,-6.626786352611708
2.5234,-5.196438067109742,-6.636367408993059
2.5251,-5.2090833793537294,-6.645988327428956
2.5268,-5.2217939224144905,-6.655648636582584
2.5285,-5.234570005758461,-6.66534785000307
2.5302,-5.247411926795435,-6.675085465875857
2.5319000000000003,-5.260319970994383,-6.684860966770765
2.5336,-5.273294411997867,-6.694673819387713
2.5353000000000003,-5.2863355117342214,-6.7045234743003075
2.537,-5.2994435205266495,-6.714409365697182
2.5387000000000004,-5.312618677198651,-6.724330911121391
2.5404,-5.3258612091749615,-6.73428751120774
2.5421,-5.339171332577523,-6.744278549418307
2.5438,-5.352549252315785,-6.754303391776112
2.5455,-5.365995162170955,-6.764361386597169
2.5472,-5.379509244873578,-6.774451864220925
2.5489,-5.393091672174153,-6.7845741367392565
2.5506,-5.4067426049062375,-6.794727497724122
2.5523,-5.420462193041827,-6.804911221954023
2.5540000000000003,-5.434250575738593,-6.815124565139387
2.5557,-5.448107881378683,-6.825366763646981
2.5574000000000003,-5.462034227598918,-6.835637034223611
2.5591,-5.47602972131199,-6.845934573719114
2.5608,-5.490094458718687,-6.8562585588089755
2.5625,-5.504228525310667,-6.866608145716542
2.5642,-5.518431995863895,-6.876982469935227
2.5659,-5.532704934422437,-6.887380645950715
2.5676,-5.547047394272554,-6.897801766963463
2.5693,-5.561459417906986,-6.908244904611647
2.571,-5.575941036979292,-6.918709108694846
2.5727,-5.590492272248261,-6.929193406898549
2.5744,-5.605113133512242,-6.939696804519869
2.5761000000000003,-5.619803619533441,-6.950218284194586
2.5778,-5.6345637179519645,-6.960756805625806
2.5795000000000003,-5.6493934051898815,-6.971311305314564
2.5812,-5.664292646344922,-6.981880696292472
2.5829,-5.679261395074131,-6.992463867856897
2.5846,-5.6942995934672025,-7.0030596853087825
2.5863,-5.709407171909673,-7.013666989693514
2.588,-5.724584048935867,-7.024284597545087
2.5897,-5.739830131071688,-7.0349113006339525
2.5914,-5.7551453126671595,-7.0455458657187915
2.5931,-5.77052947571881,-7.056187034302632
2.5948,-5.7859824896819205,-7.066833522393603
2.5965,-5.801504211272556,-7.0774840202707505
2.5982000000000003,-5.817094484259549,-7.088137192255233
2.5999,-5.832753139246246,-7.098791676487282
2.6016000000000004,-5.848479993442312,-7.109446084709402
2.6033,-5.864274850425316,-7.120099002056102
2.605,-5.880137499892372,-7.130748986850666
2.6067,-5.8960677174016904,-7.141394570409366
2.6084,-5.912065264104113,-7.1520342568535185
2.6101,-5.928129886464719,-7.1626665229299205
2.6118,-5.944261315974385,-7.173289817840037
2.6135,-5.9604592688514755,-7.183902563078496
2.6152,-5.976723445733564,-7.194503152281304
2.6169000000000002,-5.993053531359271,-7.205089951084325
2.6186,-6.009449194240235,-7.215661296992532
2.6203000000000003,-6.025910086323247,-7.22621549926051
2.622,-6.04243584264248,-7.236750838784748
2.6237000000000004,-6.0590260809620675,-7.2472655680083236
2.6254,-6.075680401408739,-7.257757910838384
2.6271,-6.092398386094857,-7.268226062577173
2.6288,-6.109179598731651,-7.278668189866959
2.6305,-6.12602358423279,-7.289082430649605
2.6322,-6.142929868308348,-7.29946689414127
2.6339,-6.159897957049091,-7.3098196608228525
2.6356,-6.17692733650126,-7.320138782446815
2.6372999999999998,-6.194017472231783,-7.3304222820608675
2.6390000000000002,-6.211167808884047,-7.340668154049292
2.6407,-6.228377769724183,-7.350874364192366
2.6424000000000003,-6.245646756178075,-7.361038849744602
2.6441,-6.262974147358941,-7.371159519532347
2.6458000000000004,-6.28035929958581,-7.381234254071455
2.6475,-6.297801545892683,-7.39126090570554
2.6492,-6.31530019552876,-7.401237298765585
2.6509,-6.33285453344953,-7.411161229751362
2.6526,-6.350463819799055,-7.421030467535449
2.6543,-6.368127289383404,-7.430842753590323
2.656,-6.385844151135421,-7.440595802239315
2.6577,-6.403613587570939,-7.450287300931823
2.6593999999999998,-6.42143475423651,-7.459914910543627
2.6611000000000002,-6.43930677914896,-7.469476265702734
2.6628,-6.4572287622266735,-7.478968975141433
2.6645000000000003,-6.475199774713069,-7.488390622075116
2.6662,-6.493218858592148,-7.497738764608432
2.6679000000000004,-6.511285025996627,-7.507010936169385
2.6696,-6.529397258608537,-7.516204645971833
2.6713,-6.5475545070528245,-7.525317379507034
2.673,-6.565755690283965,-7.534346599064619
2.6747,-6.583999694965983,-7.543289744283614
2.6764,-6.602285374846096,-7.5521442327339
2.6781,-6.620611550122332,-7.560907460528584
2.6798,-6.638977006805378,-7.569576802967729
2.6814999999999998,-6.657380496075051,-7.578149615213822
2.6832000000000003,-6.675820733631735,-7.586623232999358
2.6849,-6.694296399043135,-7.594994973366837
2.6866000000000003,-6.712806135086861,-7.603262135441616
2.6883,-6.73134854708911,-7.611422001237692
2.6900000000000004,-6.7499222022601035,-7.619471836496885
2.6917,-6.768525629026538,-7.6274088915613625
2.6934,-6.78715731636185,-7.635230402279948
2.6951,-6.805815713114515,-7.642933590948095
2.6968,-6.82449922733523,-7.650515667281757
2.6985,-6.843206225603396,-7.657973829425089
2.7002,-6.861935032353683,-7.665305264992024
2.7019,-6.880683929203208,-7.67250715214164
2.7036,-6.899451154280138,-7.67957666068718
2.7053000000000003,-6.918234901554408,-7.686510953238589
2.707,-6.937033320171295,-7.693307186378272
2.7087000000000003,-6.955844513788812,-7.699962511869922
2.7104,-6.974666539919491,-7.706474077899901
2.7121000000000004,-6.993497409277818,-7.712839030350946
2.7138,-7.012335085133836,-7.719054514107574
2.7155,-7.03117748267429,-7.725117674392823
2.7172,-7.050022468371995,-7.731025658135586
2.7189,-7.068867859364677,-7.736775615367991
2.7206,-7.08771142284434,-7.742364700652069
2.7223,-7.106550875458234,-7.7477900745348895
2.724,-7.125383882722737,-7.753048905031372
2.7257,-7.14420805845125,-7.758138369133773
2.7274000000000003,-7.163020964197492,-7.76305565434694
2.7291,-7.181820108715405,-7.767797960248167
2.7308000000000003,-7.2006029474372095,-7.772362500070603
2.7325,-7.219366881970826,-7.776746502308986
2.7342000000000004,-7.238109259618284,-7.780947212346366
2.7359,-7.256827372916549,-7.784961894100608
2.7376,-7.275518459202379,-7.7887878316891035
2.7393,-7.294179700202732,-7.79242233111038
2.741,-7.3128082216525145,-7.795862721940873
2.7427,-7.331401092941194,-7.799106359045452
2.7444,-7.349955326790198,-7.802150624299875
2.7461,-7.3684678789627185,-7.804992928323518
2.7478,-7.386935648007911,-7.807630712220515
2.7495000000000003,-7.405355475041249,-7.810061449327548
2.7512,-7.423724143562932,-7.812282646966263
2.7529000000000003,-7.442038379316477,-7.814291848198474
2.7546,-7.460294850189207,-7.816086633581998
2.7563000000000004,-7.478490166156955,-7.817664622925219
2.758,-7.496620879274762,-7.819023477038125
2.7597,-7.5146834837159195,-7.820160899477784
2.7614,-7.532674415861242,-7.821074638286011
2.7631,-7.550590054440873,-7.821762487717038
2.7648,-7.56842672073072,-7.8222222899529665
2.7665,-7.5861806788056585,-7.822451936804647
2.7682,-7.603848135851798,-7.822449371395813
2.7699,-7.621425242539896,-7.822212589828062
2.7716000000000003,-7.638908093462246,-7.821739642824463
2.7733,-7.656292727635057,-7.821028637349368
2.7750000000000004,-7.673575129068793,-7.820077738202195
2.7767,-7.6907512274083505,-7.81888516958281
2.7784,-7.707816898645544,-7.8174492166262475
2.7801,-7.724767965905752,-7.815768226904419
2.7818,-7.7416002003110895,-7.813840611892592
2.7835,-7.75830932192203,-7.81166484839837
2.7852,-7.774891000759535,-7.80923947995097
2.7869,-7.791340857909757,-7.806563118148599
2.7886,-7.807654466713072,-7.803634443961842
2.7903000000000002,-7.823827354039491,-7.80045220899091
2.792,-7.839855001652037,-7.797015236674793
2.7937000000000003,-7.85573284765994,-7.793322423450293
2.7954,-7.871456288063073,-7.789372739859029
2.7971000000000004,-7.8870206783893675,-7.785165231600603
2.7988,-7.902421335426238,-7.780699020530148
2.8005,-7.917653539047661,-7.77597330559857
2.8022,-7.932712534137682,-7.77098736373389
2.8039,-7.947593532611608,-7.7657405506621515
2.8056,-7.962291715535494,-7.760232301666495
2.8073,-7.97680223534476,-7.754462132283098
2.809,-7.991120218162302,-7.748429638932684
2.8107,-8.005240766216467,-7.74213449948655
2.8124000000000002,-8.019158960359022,-7.735576473766076
2.8141,-8.032869862682968,-7.728755403974798
2.8158000000000003,-8.046368519239946,-7.721671215062286
2.8175,-8.059649962856687,-7.714323915019133
2.8192000000000004,-8.072709216049764,-7.706713595102492
2.8209,-8.085541294037627,-7.698840429991755
2.8226,-8.098141207848702,-7.690704677873984
2.8243,-8.110503967524014,-7.682306680459025
2.826,-8.122624585412572,-7.673646862924067
2.8277,-8.13449807955754,-7.664725733787811
2.8294,-8.146119477170675,-7.655543884714407
2.8311,-8.157483818192755,-7.646101990247355
2.8328,-8.16858615893671,-7.636400807473894
2.8345000000000002,-8.179421575810583,-7.626441175620355
2.8362,-8.18998516911662,-7.616224015579104
2.8379000000000003,-8.20027206692291,-7.605750329367863
2.8396,-8.210277429003165,-7.5950211995223125
2.8413000000000004,-8.21999645084068,-7.584037788422878
2.843,-8.229424367691378,-7.572801337556888
2.8447,-8.238556458701192,-7.561313166717239
2.8464,-8.247388051072456,-7.549574673138892
2.8481,-8.25591452427369,-7.537587330574601
2.8498,-8.264131314287003,-7.525352688311344
2.8515,-8.272033917886885,-7.512872370129077
2.8532,-8.279617896944075,-7.50014807320342
2.8548999999999998,-8.286878882747864,-7.487181566954098
2.8566000000000003,-8.293812580339889,-7.473974691840856
2.8583,-8.300414772852251,-7.460529358108862
2.8600000000000003,-8.306681325842794,-7.44684754448544
2.8617,-8.312608191619775,-7.432931296830258
2.8634000000000004,-8.318191413548337,-7.418782726740906
2.8651,-8.32342713033088,-7.404404010116173
2.8668,-8.328311580253269,-7.389797385678989
2.8685,-8.332841105388635,-7.374965153461407
2.8702,-8.337012155750744,-7.359909673253716
2.8719,-8.340821293388284,-7.344633363020089
2.8736,-8.344265196411914,-7.329138697282901
2.8753,-8.347340662945502,-7.313428205478154
2.877,-8.350044614993259,-7.297504470284243
2.8787000000000003,-8.352374102214222,-7.281370125926365
2.8804,-8.35432630559588,-7.265027856458993
2.8821000000000003,-8.355898541018444,-7.248480394028542
2.8838,-8.35708826270196,-7.231730517118759
2.8855000000000004,-8.357893066527895,-7.214781048780847
2.8872,-8.358310693227523,-7.197634854850921
2.8889,-8.358339031429335,-7.180294842156648
2.8906,-8.35797612055823,-7.162763956715661
2.8923,-8.357220153579037,-7.145045181927605
2.894,-8.356069479577581,-7.127141536762202
2.8957,-8.354522606172768,-7.109056073945239
2.8974,-8.35257820175326,-7.090791878144666
2.8991,-8.350235097532867,-7.072352064158739
2.9008000000000003,-8.347492289419185,-7.0537397751081565
2.9025,-8.34434893969017,-7.034958180634159
2.9042000000000003,-8.34080437847416,-7.016010475104299
2.9059,-8.33685810502884,-6.996899875827848
2.9076000000000004,-8.332509788815432,-6.977629621282301
2.9093,-8.327759270364874,-6.9582029693529535
2.911,-8.322606561932792,-6.938623195586793
2.9127,-8.317051847941446,-6.9188935914625365
2.9144,-8.311095485206186,-6.899017462678016
2.9161,-8.304738002945669,-6.8789981274564616
2.9178,-8.297980102574588,-6.858838914872891
2.9195,-8.290822657279008,-6.83854316320189
2.9212,-8.283266711374235,-6.8181142182879375
2.9229000000000003,-8.275313479446355,-6.797555431939321
2.9246,-8.26696434527842,-6.776870160346791
2.9263000000000003,-8.258220860563435,-6.756061762527676
2.928,-8.249084743406275,-6.735133598796633
2.9297000000000004,-8.239557876617464,-6.714089029263467
2.9314,-8.229642305802212,-6.692931412359158
2.9331,-8.219340237248524,-6.671664103390355
2.9348,-8.208654035618567,-6.650290453123251
2.9365,-8.197586221448223,-6.628813806397153
2.9382,-8.186139468459878,-6.607237500768285
2.9399,-8.174316600693976,-6.5855648651841925
2.9416,-8.16212058946546,-6.563799218689094
2.9433,-8.149554550151278,-6.541943869160374
2.9450000000000003,-8.136621738815677,-6.520002112076478
2.9467,-8.123325548680269,-6.497977229316372
2.9484000000000004,-8.10966950644606,-6.4758724879904825
2.9501,-8.09565726847506,-6.453691139303405
2.9518000000000004,-8.081292616839127,-6.431436417448064
2.9535,-8.066579455244069,-6.409111538531497
2.9552,-8.051521804837037,-6.386719699531916
2.9569,-8.036123799905623,-6.364264077287045
2.9586,-8.020389683476925,-6.3417478275133945
2.9603,-8.004323802825098,-6.319174083856224
2.962,-7.987930604895994,-6.296545956969943
2.9637000000000002,-7.971214631657367,-6.273866533628527
2.9654,-7.954180515383346,-6.251138875865616
2.9671000000000003,-7.936832973881591,-6.228366020143844
2.9688,-7.919176805671913,-6.2055509765530426
2.9705000000000004,-7.901216885124473,-6.182696728036659
2.9722,-7.88295815756629,-6.159806229646132
2.9739000000000004,-7.864405634364009,-6.1368824078224415
2.9756,-7.845564387991342,-6.113928159704567
2.9773,-7.826439547088835,-6.090946352463975
2.979,-7.807036291524124,-6.067939822664863
2.9807,-7.787359847459964,-6.044911375649356
2.9824,-7.767415482437662,-6.0218637849471275
2.9841,-7.74720850048305,-5.998799791708849
2.9858000000000002,-7.726744237241885,-5.975722104162805
2.9875,-7.706028055151534,-5.95263339709411
2.9892000000000003,-7.685065338655291,-5.929536311345817
2.9909,-7.663861489465653,-5.9064334533414655
2.9926000000000004,-7.6424219218823435,-5.883327394628174
2.9943,-7.620752058170959,-5.860220671440066
2.996,-7.598857324007424,-5.837115784280991
2.9977,-7.576743143993538,-5.814015197526334
2.9994,-7.554414937248344,-5.79092133904314
3.0011,-7.531878113079888,-5.767836599828024
3.0028,-7.509138066741668,-5.744763333662426
3.0045,-7.486200175277786,-5.721703856784615
3.0062,-7.4630697934603845,-5.698660447577987
3.0079000000000002,-7.4397522498229005,-5.675635346275277
3.0096,-7.416252842792534,-5.652630754678139
3.0113000000000003,-7.3925768369241105,-5.6296488358918095
3.013,-7.368729459239183,-5.606691714074553
3.0147000000000004,-7.344715895671367,-5.583761474201351
3.0164,-7.320541287621395,-5.560860161841918
3.0181,-7.296210728622769,-5.537989782952496
3.0198,-7.271729261120513,-5.515152303681518
3.0215,-7.247101873364099,-5.492349650188832
3.0232,-7.222333496415687,-5.469583708478556
3.0249,-7.197429001275442,-5.446856324245503
3.0266,-7.172393196124036,-5.4241693027351845
3.0283,-7.1472308236839375,-5.401524408617638
3.0300000000000002,-7.121946558699146,-5.3789233658751225
3.0317,-7.096545005534679,-5.356367857704014
3.0334000000000003,-7.0710306958953995,-5.333859526431148
3.0351,-7.045408086665288,-5.311399973445167
3.0368000000000004,-7.019681557865853,-5.288990759143045
3.0385,-6.993855410735232,-5.266633402892688
3.0402,-6.967933865926526,-5.244329383011874
3.0419,-6.941921061825948,-5.222080136764589
3.0436,-6.915821052990205,-5.199887060375218
3.0453,-6.88963780870309,-5.177751509061707
3.047,-6.863375211650031,-5.155674797088512
3.0487,-6.837037056711923,-5.13365819784044
3.0504000000000002,-6.810627049875254,-5.111702943918479
3.0521000000000003,-6.7841488072608644,-5.089810227258838
3.0538,-6.757605854268652,-5.0679811992765575
3.0555000000000003,-6.731001624838845,-5.046216971034919
3.0572,-6.704339460829162,-5.024518613442403
3.0589000000000004,-6.677622611507453,-5.002887157478418
3.0606,-6.650854233158858,-4.981323594449746
3.0623,-6.624037388808163,-4.959828876279208
3.064,-6.59717504805596,-4.9384039158285225
3.0657,-6.570270087028519,-4.917049587257029
3.0674,-6.5433252884418405,-4.8957667264184295
3.0691,-6.516343341778363,-4.874556131297375
3.0708,-6.489326843577409,-4.853418562488036
3.0725,-6.462278297838231,-4.832354743716741
3.0742000000000003,-6.435200116536355,-4.811365362410817
3.0759,-6.408094620252836,-4.790451070315859
3.0776000000000003,-6.380964038916604,-4.769612484163471
3.0793,-6.353810512659703,-4.748850186391945
3.0810000000000004,-6.326636092786368,-4.728164725921725
3.0827,-6.299442742855312,-4.707556618988239
3.0844,-6.272232339876341,-4.687026350033808
3.0861,-6.245006675620663,-4.666574372661167
3.0878,-6.217767458046691,-4.646201110650278
3.0895,-6.190516312840081,-4.625906959040582
3.0912,-6.163254785070658,-4.605692285280437
3.0929,-6.135984340963828,-4.585557430445523
3.0946,-6.108706369791119,-4.565502710527691
3.0963000000000003,-6.081422185875731,-4.5455284177957225
3.098,-6.0541330307177645,-4.525634822229154
3.0997000000000003,-6.026840075237125,-4.505822173026075
3.1014,-5.999544422135817,-4.4860907001857555
3.1031000000000004,-5.972247108380579,-4.466440616166335
3.1048,-5.944949107804587,-4.446872117617875
3.1065,-5.917651333830522,-4.427385387190403
3.1082,-5.890354642315292,-4.40798059541646
3.1099,-5.863059834515173,-4.388657902667096
3.1116,-5.835767660172562,-4.369417461179913
3.1133,-5.8084788207257345,-4.350259417157234
3.115,-5.781193972638117,-4.331183912932065
3.1167,-5.753913730850645,-4.312191089198896
3.1184000000000003,-5.726638672354147,-4.293281087305875
3.1201,-5.6993693398817875,-4.274454051604413
3.1218000000000004,-5.67210624572111,-4.255710131851388
3.1235,-5.644849875643852,-4.237049485658915
3.1252000000000004,-5.6176006929527755,-4.218472280985507
3.1269,-5.590359142642343,-4.19997869866228
3.1286,-5.5631256556726685,-4.181568934946667
3.1303,-5.535900653352965,-4.163243204095935
3.132,-5.508684551832127,-4.145001740951577
3.1337,-5.481477766692285,-4.126844803525374
3.1354,-5.454280717642454,-4.108772675576915
3.1371,-5.427093833306826,-4.090785669171867
3.1388,-5.399917556102579,-4.072884127209457
3.1405000000000003,-5.372752347203285,-4.0550684259070575
3.1422,-5.345598691579002,-4.037338977229111
3.1439000000000004,-5.318457103108648,-4.019696231246913
3.1456,-5.291328129756058,-4.002140678415471
3.1473000000000004,-5.264212358800444,-3.9846728517527503
3.149,-5.2371104221152,-3.967293328906607
3.1507,-5.210023001481837,-3.950002734093891
3.1524,-5.182950833931521,-3.9328017398961763
3.1541,-5.155894717100611,-3.915691068896175
3.1558,-5.128855514590175,-3.8986714951388053
3.1575,-5.10183416131471,-3.8817438454007718
3.1592000000000002,-5.074831668827828,-3.8649090002526143
3.1609,-5.047849130609562,-3.8481678948972493
3.1626000000000003,-5.020887727299753,-3.8315215197694203
3.1643,-4.993948731861874,-3.8149709208807483
3.1660000000000004,-4.967033514660236,-3.798517199895601
3.1677,-4.940143548431958,-3.7821615139238185
3.1694000000000004,-4.91328041313648,-3.7659050750167817
3.1711,-4.886445800661637,-3.7497491493546695
3.1728,-4.859641519367949,-3.7336950561133824
3.1745,-4.832869498449712,-3.7177441660011534
3.1762,-4.806131792091353,-3.7018978994560054
3.1779,-4.779430583397975,-3.6861577244967663
3.1796,-4.7527681880777495,-3.6705251542219504
3.1813000000000002,-4.72614705785373,-3.655001743952559
3.183,-4.699569783581794,-3.6395890880166863
3.1847000000000003,-4.673039098052488,-3.624288816175726
3.1864,-4.6465578784538994,-3.609102589694238
3.1881000000000004,-4.620129148471731,-3.5940320970573163
3.1898,-4.593756080005049,-3.5790790493419813
3.1915000000000004,-4.567441994475162,-3.564245175250909
3.1932,-4.541190363705421,-3.5495322158196263
3.1949,-4.515004810351329,-3.5349419188101825
3.1966,-4.488889107860816,-3.52047603280708
3.1983,-4.4628471799451,-3.5061363010332562
3.2,-4.436883099542453,-3.4919244549064836
