freq_GHz,Sdd11_real,Sdd11_imag,Zdiff_real,Zdiff_imag
1.8009,-0.6269242885116993,0.034808108046783706,22.875104737941452,2.6289176160070427
1.8026,-0.6256511942585827,0.04027034554959577,22.952172838049517,3.0457496071413086
1.8043,-0.6243339325705477,0.045718189536174125,23.029928830448092,3.462776644695963
1.806,-0.6229726682215782,0.05115118657623634,23.1083783044618,3.880003496700714
1.8077,-0.6215675724503376,0.05656888581427286,23.187526864403498,4.29743493846818
1.8094000000000001,-0.6201188228927048,0.06197083912555046,23.267380130976562,4.715075755916162
1.8111000000000002,-0.6186266035074146,0.06735660126843397,23.3479437429127,5.132930748802274
1.8128,-0.6170911044951364,0.07272573003257632,23.42922335883551,5.5510047338537145
1.8145,-0.6155125222113753,0.0780777863825775,23.511224659337216,5.96930254777716
1.8162,-0.6138910590735945,0.08341233459673227,23.593953349256207,6.38782905013353
1.8179,-0.6122269234629845,0.08872894240055805,23.67741516014139,6.806589126066061
1.8195999999999999,-0.6105203296213305,0.09402718109481344,23.761615852888326,7.225587688869704
1.8213,-0.6087714975434297,0.09930662567778065,23.84656122053256,7.644829682392952
1.823,-0.6069806528655394,0.10456685496161168,23.93225709118317,8.064320083263164
1.8247,-0.6051480267503131,0.10980745168260665,24.018709331081954,8.484063902930231
1.8264,-0.6032738557687127,0.11502800260531507,24.10592384777075,8.904066189523023
1.8281,-0.6013583817793567,0.12022809862040208,24.19390659335155,9.324332029515567
1.8298,-0.5994018518057674,0.12540733483626526,24.28266356782317,9.744866549201467
1.8315000000000001,-0.5974045179119639,0.1305653106644185,24.372200822479044,10.165674915976023
1.8332000000000002,-0.5953666370768415,0.1357016298987031,24.462524463350444,10.586762339427285
1.8349,-0.5932884710677409,0.14081590078841288,24.553640654681406,11.008134072238287
1.8366,-0.5911702863136132,0.14590773610546093,24.64555562242058,11.429795410904346
1.8383,-0.5890123537781492,0.15097675320572346,24.73827565771723,11.851751696269062
1.84,-0.5868149488332182,0.1560225740847502,24.83180712040896,12.274008313885842
1.8417,-0.5845783511329432,0.1610448254280235,24.92615644248963,12.696570694210358
1.8434,-0.5823028444887054,0.16604313865598758,25.02133013154691,13.119444312631783
1.8451,-0.579988716745348,0.17101714996406467,25.117334774159858,13.542634689349645
1.8468,-0.5776362596588193,0.17596650035791328,25.21417703924789,13.96614738910578
1.8485,-0.5752457687754687,0.1808908356841666,25.311863681363445,14.389988020779253
1.8502,-0.5728175433131801,0.18578980665691053,25.41040154392202,14.814162236853486
1.8519,-0.5703518860445073,0.19066306888016227,25.50979756236322,15.23867573276494
1.8536000000000001,-0.5678491031819375,0.1955102828666091,25.61005876723881,15.663534246142607
1.8553,-0.5653095042653992,0.2003311140528664,25.711192287223522,16.088743555947676
1.857,-0.5627334020520907,0.20512523281151707,25.813205352045994,16.514309481523068
1.8587,-0.5601211124087041,0.20989231446017315,25.916105295337353,16.940237881561128
1.8604,-0.5574729542060736,0.21463203926781996,26.01989955739674,17.366534652999903
1.8621,-0.5547892492162767,0.21934409245866796,26.12459568787296,17.793205729855586
1.8638,-0.5520703220121943,0.22402816421374588,26.23020134836241,18.22025708200028
1.8655,-0.5493164998695115,0.22868394967045516,26.336724314924357,18.64769471389328
1.8672,-0.5465281126711381,0.23331114892028143,26.444172480514947,19.075524663272894
1.8689,-0.5437054928140046,0.23790946700487361,26.552553857341838,19.50375299981741
1.8706,-0.5408489751181844,0.24247861391066028,26.661876579142078,19.932385823781203
1.8723,-0.5379588967382788,0.2470183045621776,26.772148903386203,20.361429264612784
1.874,-0.5350355970769979,0.2515282588142671,26.883379213411438,20.790889479560974
1.8757000000000001,-0.5320794177008551,0.2560082014432834,26.99557602048829,21.220772652274515
1.8774,-0.5290907022578988,0.2604578621374461,27.108747965823753,21.65108499140041
1.8791,-0.526069796397385,0.26487697548645533,27.222903822505767,22.081832729185695
1.8808,-0.5230170476913124,0.26926528097047076,27.338052497392802,22.513022120086287
1.8825,-0.5199328055577142,0.27362252294855616,27.45420303295344,22.944659439387305
1.8842,-0.5168174211856229,0.27794845064666834,27.57136460906001,23.37675098183764
1.8859,-0.5136712474616079,0.28224281814526175,27.68954654474145,23.809303060301733
1.8876,-0.5104946388977946,0.28650538436657397,27.808758299899505,24.24232200443113
1.8893,-0.5072879515612739,0.2907359130616351,27.929009476993315,24.675814159357216
1.891,-0.5040515430048121,0.29493417279705525,28.050309822696605,25.10978588440757
1.8927,-0.5007857721987683,0.2990999369416145,28.172669229532616,25.544243551846673
1.8944,-0.4974909994641449,0.30323298365268425,28.296097737490637,25.979193545641856
1.8961000000000001,-0.4941675864066818,0.30733309586249985,28.42060553562896,26.414642260255388
1.8978000000000002,-0.49081589585192104,0.3114000612642937,28.546202963668602,26.850596099462802
1.8995,-0.48743629178117015,0.3154336722982959,28.67290051358155,27.28706147519731
1.9012,-0.48402913926829094,0.31943372613760573,28.800708831178166,27.724044806420714
1.9029,-0.4805948044172582,0.323400024673922,28.929638717697177,28.16155251801929
1.9046,-0.47713365430041976,0.3273323745031324,29.059701131402306,28.59959103972499
1.9063,-0.4736460568974079,0.33123058691074453,29.19090718918923,29.03816680506055
1.908,-0.47013238103465427,0.335094477857145,29.323268168205896,29.4772862503074
1.9097,-0.46659299632545637,0.33892386796266905,29.45679550749011,29.916955813495623
1.9114,-0.4630282731105626,0.34271858249245624,29.59150080962713,30.357181933413695
1.9131,-0.45943858239923296,0.3464784513410781,29.727395842430347,30.797971048637596
1.9148,-0.4558242958107455,0.35020330901690844,29.864492540648122,31.23932959657707
1.9165,-0.45218578551632316,0.3538929946262143,30.002803007699182,31.681264012537287
1.9182000000000001,-0.44852342418145413,0.3575473518569426,30.14233951743924,32.12378072879444
1.9199000000000002,-0.44483758490858555,0.3611662289621775,30.283114515961397,32.566886173683244
1.9216,-0.4411286411801785,0.3647494787432436,30.42514062343225,33.010586770694374
1.9233,-0.4373969668021046,0.3682969585324316,30.568430635966266,33.45488893758025
1.925,-0.4336429358473838,0.3718085301753169,30.712997527539954,33.89979908546636
1.9267,-0.42986692260024684,0.37528406001265474,30.858854451948204,34.34532361796709
1.9284,-0.4260693015005278,0.37872341886182387,31.006014744804126,34.791468930303154
1.9301,-0.4222504470883779,0.3821264819978013,31.154491925584406,35.23824140841935
1.9318,-0.41841073394931094,0.3854931291336399,31.3042996997214,35.685647428099436
1.9335,-0.4145505366595766,0.38882324440043975,31.455451960743638,36.13369335407721
1.9352,-0.41067022973187045,0.39211671632678735,31.607962792466026,36.58238553914092
1.9369,-0.4067701875613893,0.3953734378176492,31.761846471231117,37.031730323229205
1.9386,-0.40285078437223887,0.3985933061327044,31.917117468202484,37.481734032516314
1.9403000000000001,-0.39891239416420876,0.4017762228641019,32.07379045171129,37.932402978484596
1.9420000000000002,-0.39495539065992125,0.4049220939136311,32.231880289657525,38.383743456982145
1.9437,-0.39098014725237334,0.40803082946929464,32.39140205196625,38.8357617472635
1.9454,-0.38698703695288006,0.4111023439812762,32.5523710131004,39.28846411101146
1.9471,-0.38297643233944173,0.41413655613729045,32.71480265463062,39.74185679133743
1.9488,-0.3789487055055439,0.417133388837318,32.87871266786317,40.19594601175916
1.9505,-0.37490422800941026,0.42009276916771215,33.04411695652667,40.650737975152786
1.9522,-0.3708433708237247,0.42301462837468284,33.211031639518396,41.10623886267821
1.9539,-0.3667665042858398,0.4258989018371467,33.37947305371095,41.56245483267461
1.9556,-0.3626739980484897,0.4287455290389533,33.54945775681982,42.019392019525085
1.9573,-0.3585662210310223,0.4315544535404822,33.72100253033281,42.47705653248792
1.959,-0.3544435413711716,0.43432562294961596,33.89412438250167,42.93545445449245
1.9607,-0.35030632637738646,0.43705898889209305,34.068840551396775,43.394591840897725
1.9624000000000001,-0.34615494248173095,0.43975450698124546,34.24516850802544,43.85447471821181
1.9641,-0.34198975519337743,0.4424121367871264,34.423125959514415,44.31510908276962
1.9658,-0.3378111290527057,0.44503184180504024,34.60273085235712,44.77650089936771
1.9675,-0.333619427586026,0.447613589423474,34.78400137572651,45.238656099853266
1.9692,-0.32941501326094214,0.4501573508914516,34.96695596485369,45.701580581666164
1.97,-0.3274321694469622,0.45134126386930784,35.05364027867368,45.919695255632355
1.9709,-0.3251982474423694,0.45266310128531034,35.15161330447329,46.165280206331104
1.9726,-0.3209694903492244,0.4551308194749199,35.33799233233582,46.629760797898655
1.9743,-0.31672910101179386,0.45756048808935057,35.526112242788265,47.095028141332826
1.976,-0.3124774372298138,0.45995209348200344,35.7159924904221,47.56108798084223
1.9777,-0.30821485553124833,0.46230562569522143,35.907652793791314,48.02794601815452
1.9794,-0.30394171113180196,0.4646210784243901,36.101113139199,48.495607910730264
1.9811,-0.29965835789516543,0.4668984489815445,36.296393784554766,48.964079269915
1.9828000000000001,-0.29536514829401017,0.4691377382584997,36.49351526330252,49.43336565902715
1.9845000000000002,-0.29106243337174414,0.47133895068951953,36.692498388419445,49.90347259137942
1.9862,-0.2867505627050357,0.4735020942135371,36.893364256487324,50.37440552823132
1.9879,-0.2824298843671141,0.4756271802359519,37.096134251836155,50.84616987667139
1.9896,-0.27810074489186365,0.4777142235900089,37.300830050760936,51.31877098742514
1.9913,-0.2737634892387087,0.479763242497789,37.50747362581239,51.79221415258803
1.993,-0.2694184607583024,0.481774258530821,37.71608725016217,52.26650460328025
1.9947,-0.2650660011590278,0.48374729657033544,37.926693502043044,52.74164750722059
1.9964,-0.2607064504743102,0.48568238476717984,38.139315269265204,53.217647966217946
1.9981,-0.256340147030757,0.48757955450141,38.353975753808456,53.6945110135761
1.9998,-0.25196742741711836,0.48943884034158064,38.57069847649205,54.172241611411245
2.0015,-0.2475886264540788,0.49126028000374866,38.7895072817222,54.65084464787785
2.0032,-0.24320407716488318,0.49304391431021377,39.01042634231781,55.130324934301164
2.0049,-0.23881411074679781,0.49478978714800886,39.23348016441572,55.61068720221296
2.0066,-0.23441905654340955,0.49649794542716313,39.45869359245553,56.09193610028778
2.0083,-0.23001924201776483,0.49816843903875396,39.68609181424529,56.57407619117686
2.01,-0.22561499272634905,0.4998013208127685,39.91570036610795,57.057111948236454
2.0117000000000003,-0.2212066322939016,0.5013966464757925,40.14754513811051,57.5410477521481
2.0134,-0.21679448238908772,0.502954474608539,40.381652379374636,58.025887887425334
2.0151,-0.2123788627009826,0.5044748666032506,40.6180487034721,58.51163653880815
2.0168,-0.20796009091642115,0.5059578866209722,40.85676109390279,58.99829778753613
2.0185,-0.20353848269816713,0.5074036015487292,41.09781690965851,59.48587560750121
2.0202,-0.1991143516639213,0.5088120809566234,41.34124389087134,59.97437386127457
2.0219,-0.19468800936616043,0.510183397054859,41.58707016454874,60.4637962960041
2.0236,-0.1902597652728036,0.5115176246507251,41.8353242503948,60.954146539179064
2.0253,-0.18582992674870252,0.512814841105543,42.086035066719205,61.44542809425764
2.027,-0.18139879903795078,0.5140751262916032,42.339231936433826,61.93764433615396
2.0287,-0.1769666852470071,0.5152985625491009,42.59494459313854,62.430798506579755
2.0304,-0.17253388632863068,0.5164852346430945,42.85320318729528,62.92489370923715
2.0321,-0.16810070106661873,0.5176352297204937,43.11403829249281,63.419932904857575
2.0338000000000003,-0.16366742606133725,0.5187486372671025,43.37748091180159,63.91591890608327
2.0355,-0.15923435571606176,0.5198255490647244,43.64356248421858,64.41285437218464
2.0372,-0.15480178222407392,0.5208660591483538,43.91231489120512,64.91074180361298
2.0389,-0.15036999555656563,0.5218702637634565,44.18377046331505,65.40958353637794
2.0406,-0.14593928345129692,0.5228382613233659,44.45796198691597,65.90938173624973
2.0423,-0.1415099314020221,0.5237701523668026,44.73492271100296,66.41013839277853
2.044,-0.13708222264867245,0.5246660395155319,45.014686354105166,66.91185531312573
2.0457,-0.13265643816828615,0.5255260274321734,45.29728711128606,67.41453411570257
2.0474,-0.12823285666667675,0.5263502227781774,45.58275966123689,67.91817622360966
2.0491,-0.1238117545708324,0.5271387341719794,45.87113917346427,68.42278285787235
2.0508,-0.11939340602203863,0.5278916721473438,46.162461315571534,68.92835503046496
2.0525,-0.11497808286971112,0.5286091491119135,46.45676226063431,69.43489353711924
2.0542,-0.11056605466593611,0.5292912793059735,46.754078694669914,69.94239894990899
2.0559000000000003,-0.10615758866069536,0.529938178761442,47.05444782420154,70.45087160960676
2.0576,-0.10175294979779634,0.5305499652610975,47.35790738391477,70.96031161780184
2.0593,-0.09735240071144668,0.5311267582980581,47.66449564441033,71.47071882877896
2.061,-0.09295620172352353,0.5316686790355188,47.97425142004769,71.98209284114375
2.0627,-0.08856461084147799,0.5321758502667592,48.28721407688353,72.49443298919296
2.0644,-0.08417788375689245,0.5326483963754296,48.60342354070223,73.00773833401912
2.0661,-0.07979627384466995,0.5330864432961293,48.92292030513853,73.52200765434331
