strain_pct,freq_GHz,S11_dB
0.0,1.828,-2.289072065735381
0.0,1.83,-2.313769618763886
0.0,1.832,-2.338789632032649
0.0,1.834,-2.3641367766777726
0.0,1.836,-2.3898158027029566
0.0,1.838,-2.415831540603843
0.0,1.84,-2.4421889030347854
0.0,1.842,-2.468892886519577
0.0,1.844,-2.4959485732071442
0.0,1.846,-2.5233611326741845
0.0,1.848,-2.551135823775767
0.0,1.85,-2.5792779965458013
0.0,1.8519999999999999,-2.607793094148852
0.0,1.854,-2.6366866548850525
0.0,1.8559999999999999,-2.66596431424976
0.0,1.858,-2.6956318070500362
0.0,1.8599999999999999,-2.7256949695794845
0.0,1.862,-2.7561597418538177
0.0,1.8639999999999999,-2.7870321699088456
0.0,1.866,-2.818318408163302
0.0,1.8679999999999999,-2.850024721848539
0.0,1.87,-2.882157489507706
0.0,1.8719999999999999,-2.914723205566215
0.0,1.874,-2.9477284829769608
0.0,1.876,-2.981180055941911
0.0,1.8780000000000001,-3.0150847827136706
0.0,1.88,-3.049449648479249
0.0,1.8820000000000001,-3.0842817683294914
0.0,1.884,-3.1195883903170234
0.0,1.8860000000000001,-3.155376898606177
0.0,1.888,-3.1916548167181253
0.0,1.8900000000000001,-3.2284298108751104
0.0,1.892,-3.265709693447228
0.0,1.8940000000000001,-3.3035024265060158
0.0,1.896,-3.341816125488704
0.0,1.8980000000000001,-3.3806590629777906
0.0,1.9,-3.4200396726002307
0.0,1.9020000000000001,-3.4599665530512995
0.0,1.904,-3.5004484722479585
0.0,1.9060000000000001,-3.5414943716172944
0.0,1.908,-3.583113370525379
0.0,1.9100000000000001,-3.625314770852715
0.0,1.912,-3.6681080617222266
0.0,1.9140000000000001,-3.7115029243866653
0.0,1.916,-3.755509237282043
0.0,1.918,-3.800137081254682
0.0,1.92,-3.8453967449694515
0.0,1.922,-3.8912987305074296
0.0,1.924,-3.937853759161624
0.0,1.926,-3.9850727774398678
0.0,1.928,-4.032966963284667
0.0,1.93,-4.081547732520169
0.0,1.932,-4.130826745537094
0.0,1.934,-4.180815914227363
0.0,1.936,-4.231527409180299
0.0,1.938,-4.2829736671538
0.0,1.94,-4.3351673988338675
0.0,1.942,-4.3881215968973795
0.0,1.944,-4.441849544393558
0.0,1.946,-4.496364823460706
0.0,1.948,-4.5516813243956245
0.0,1.95,-4.607813255094783
0.0,1.952,-4.664775150886618
