freq_GHz,Sdd11_dB
3.1048,-4.446872117617875
3.1065,-4.427385387190403
3.1082,-4.40798059541646
3.1099,-4.388657902667096
3.1116,-4.369417461179913
3.1133,-4.350259417157234
3.115,-4.331183912932065
3.1167,-4.312191089198896
3.1184000000000003,-4.293281087305875
3.1201,-4.274454051604413
3.1218000000000004,-4.255710131851388
3.1235,-4.237049485658915
3.1252000000000004,-4.218472280985507
3.1269,-4.19997869866228
3.1286,-4.181568934946667
3.1303,-4.163243204095935
3.132,-4.145001740951577
3.1337,-4.126844803525374
3.1354,-4.108772675576915
3.1371,-4.090785669171867
3.1388,-4.072884127209457
3.1405000000000003,-4.0550684259070575
3.1422,-4.037338977229111
3.1439000000000004,-4.019696231246913
3.1456,-4.002140678415471
3.1473,-3.9846728517527503
3.149,-3.967293328906607
3.1507,-3.950002734093891
3.1524,-3.9328017398961763
3.1541,-3.915691068896175
3.1558,-3.8986714951388053
3.1575,-3.8817438454007718
3.1592000000000002,-3.8649090002526143
3.1609,-3.8481678948972493
3.1626000000000003,-3.8315215197694203
3.1643,-3.8149709208807483
3.1660000000000004,-3.798517199895601
3.1677,-3.7821615139238185
3.1694000000000004,-3.7659050750167817
3.1711,-3.7497491493546695
3.1728,-3.7336950561133824
3.1745,-3.7177441660011534
3.1762,-3.7018978994560054
3.1779,-3.6861577244967663
3.1796,-3.6705251542219504
3.1813000000000002,-3.655001743952559
3.183,-3.6395890880166863
3.1847000000000003,-3.624288816175726
3.1864,-3.609102589694238
3.1881000000000004,-3.5940320970573163
3.1898,-3.5790790493419813
3.1915000000000004,-3.564245175250909
3.1932,-3.5495322158196263
3.1949,-3.5349419188101825
3.1966,-3.52047603280708
3.1983,-3.5061363010332562
3.2,-3.4919244549064836
