strain_pct,dL_pct_zwave,dL_pct_flat,df0_pct_zwave_fullwave,df0_pct_flat_fullwave
0.0,0.0,0.0,0.0,0.0
5.0,-0.2696557270831179,1.3589524113167606,-1.5639374425022912,-2.2900763358778646
10.0,-0.34557290162192666,2.8637310111610637,-4.7838086476540775,-6.106870229007638
15.0,-0.2467626832655001,4.498729890815456,-6.163753449862001,-8.244274809160313
20.0,0.010178312968278647,6.250471822841086,-7.8196872125114965,-10.381679389312986
