freq_GHz,S11_dB_simulated_freespace_singleended
2.9705000000000004,-4.2685815462320615
2.9722,-4.283335939786751
2.9739000000000004,-4.298232942762074
2.9756,-4.313272018710063
2.9773,-4.328452616232644
2.979,-4.343774169043819
2.9807,-4.359236096045964
2.9824,-4.3748378014207665
2.9841,-4.390578674735337
2.9858000000000002,-4.406458091064121
2.9875,-4.422475411127181
2.9892000000000003,-4.438629981445515
2.9909,-4.4549211345139685
2.9926000000000004,-4.471348188992477
2.9943,-4.487910449916192
2.996,-4.504607208925358
2.9977,-4.5214377445154
2.9994,-4.538401322308189
3.0011,-4.555497195344962
3.0028,-4.5727246044019
3.0045,-4.590082778328934
3.0062,-4.60757093441273
3.0079000000000002,-4.625188278764335
3.0096,-4.642934006732932
3.0113000000000003,-4.660807303345591
3.013,-4.678807343774875
3.0147000000000004,-4.696933293834355
3.0164,-4.715184310503415
3.0181,-4.733559542481816
3.0198,-4.752058130775389
3.0215,-4.770679209313371
3.0232,-4.789421905598318
3.0249,-4.808285341389857
3.0266,-4.827268633422754
3.0283,-4.846370894160673
3.0300000000000002,-4.865591232586078
3.0317,-4.884928755027703
3.0334000000000003,-4.904382566026076
3.0351,-4.9239517692385
3.0368000000000004,-4.943635468383905
3.0385,-4.963432768228916
3.0402,-4.9833427756158875
3.0419,-5.0033646005336845
3.0436,-5.023497357232087
3.0453,-5.043740165381331
3.047,-5.064092151276082
3.0487,-5.084552449086837
3.0504000000000002,-5.105120202157011
3.0521000000000003,-5.125794564349018
3.0538,-5.146574701437668
3.0555000000000003,-5.1674597925534265
3.0572,-5.188449031674596
3.0589000000000004,-5.2095416291704355
3.0606,-5.230736813394107
3.0623,-5.252033832327319
3.064,-5.273431955275958
3.0657,-5.294930474617149
3.0674,-5.316528707598578
3.0691,-5.338225998188823
3.0708,-5.360021718980098
3.0725,-5.381915273141738
3.0742000000000003,-5.403906096425635
3.0759,-5.4259936592215166
3.0776000000000003,-5.448177468663397
3.0793,-5.470457070784319
3.0810000000000004,-5.492832052720287
3.0827,-5.51530204496154
3.0844,-5.5378667236499375
3.0861,-5.5605258129203605
