freq_GHz,S11_dB_simulated_freespace_singleended
3.0878,-5.583279087286335
3.0895,-5.606126374065644
3.0912,-5.629067555846015
3.0929,-5.652102572986176
3.0946,-5.675231426152499
3.0963000000000003,-5.69845417888587
3.098,-5.721770960196819
3.0997000000000003,-5.745181967185945
3.1014,-5.7686874676843
3.1031000000000004,-5.792287802912263
3.1048,-5.815983390149551
3.1065,-5.839774725414353
3.1082,-5.863662386145499
3.1099,-5.8876470338821605
3.1116,-5.911729416935536
3.1133,-5.935910373047292
3.115,-5.960190832027528
3.1167,-5.984571818365816
3.1184000000000003,-6.0090544538085275
3.1201,-6.033639959894188
3.1218000000000004,-6.058329660440265
3.1235,-6.083124983972107
3.1252000000000004,-6.108027466086518
3.1269,-6.133038751739102
3.1286,-6.158160597449516
3.1303,-6.183394873411331
3.132,-6.208743565499104
3.1337,-6.234208777161569
3.1354,-6.259792731189976
3.1371,-6.285497771352272
3.1388,-6.311326363879689
3.1405000000000003,-6.337281098797214
3.1422,-6.363364691083704
3.1439000000000004,-6.389579981652841
3.1456,-6.415929938140153
3.1473000000000004,-6.442417655486299
3.149,-6.469046356304945
3.1507,-6.495819391021021
3.1524,-6.522740237769277
3.1541,-6.549812502041914
3.1558,-6.577039916071433
3.1575,-6.604426337938685
3.1592000000000002,-6.63197575039581
3.1609,-6.659692259390447
3.1626000000000003,-6.687580092284123
3.1643,-6.715643595751853
3.1660000000000004,-6.7438872333564595
3.1677,-6.772315582785438
3.1694000000000004,-6.8009333327459025
3.1711,-6.829745279506851
3.1728,-6.85875632308531
3.1745,-6.887971463068224
3.1762,-6.917395794067554
3.1779,-6.947034500803451
3.1796,-6.976892852814689
3.1813000000000002,-7.0069761987937405
3.183,-7.037289960547968
3.1847000000000003,-7.0678396265876255
3.1864,-7.098630745343948
3.1881000000000004,-7.129668918021941
3.1898,-7.160959791093047
3.1915000000000004,-7.192509048436266
3.1932,-7.224322403135855
3.1949,-7.256405588947001
3.1966,-7.288764351441613
3.1983,-7.321404438848118
3.2,-7.35433159260129
