freq_GHz,S11_dB_measured_singleended
0.05343266666666667,-0.05344521999359131
0.06009925000000001,-0.028679490089416504
0.06676583333333334,-0.028539597988128662
0.07343241666666667,-0.01909784972667694
0.080099,-0.04106549918651581
0.08676558333333334,-0.025601372122764587
0.09343216666666666,-0.027893930673599243
0.10009875,-0.03173968195915222
0.10676533333333334,-0.052363425493240356
0.11343191666666667,-0.052407532930374146
0.12009850000000001,-0.098783940076828
0.12676508333333333,-0.3589138388633728
0.13343166666666667,-2.9253549575805664
0.14009824999999998,-1.1250543594360352
0.14676483333333332,-0.42698317766189575
0.15343141666666665,-0.2978689670562744
0.160098,-0.20896485447883606
0.16676458333333333,-0.17171204090118408
0.17343116666666666,-0.1667425036430359
0.18009775,-0.18058782815933228
0.1867643333333333,-0.19650810956954956
0.19343091666666665,-0.22203171253204346
0.20009749999999998,-0.21590009331703186
0.20676408333333332,-0.19792187213897705
0.21343066666666666,-0.19503486156463623
0.22009725,-0.19117000699043274
0.22676383333333333,-0.20725563168525696
0.23343041666666667,-0.24104228615760803
0.240097,-0.2283453345298767
0.24676358333333331,-0.21806684136390686
0.2534301666666667,-0.17557251453399658
0.26009675,-0.16717970371246338
0.26676333333333335,-0.1790209710597992
0.27342991666666666,-0.1796284317970276
0.28009649999999997,-0.1682567000389099
0.28676308333333334,-0.11009806394577026
0.29342966666666664,-0.11824527382850647
0.30009625,-0.11101070046424866
0.3067628333333333,-0.26032203435897827
0.3134294166666667,-0.2139914631843567
0.320096,-0.1438714861869812
0.3267625833333333,-0.11720779538154602
0.33342916666666667,-0.11291733384132385
0.34009575,-0.10249084234237671
0.34676233333333334,-0.09762182831764221
0.35342891666666665,-0.08712679147720337
0.3600955,-0.10478702187538147
0.3667620833333333,-0.10156494379043579
0.37342866666666663,-0.09662133455276489
0.38009525,-0.13691821694374084
0.3867618333333333,-0.14893996715545654
0.39342841666666667,-0.1623554825782776
0.400095,-0.17987024784088135
0.40676158333333334,-0.1905370056629181
0.41342816666666665,-0.21131682395935059
0.42009475,-0.23911410570144653
0.4267613333333333,-0.25571155548095703
0.43342791666666663,-0.26887792348861694
0.4400945,-0.31533098220825195
0.4467610833333333,-0.3445824384689331
0.4534276666666667,-0.389706015586853
0.46009425,-0.4488697052001953
0.46676083333333335,-0.5044450163841248
0.47342741666666666,-0.620679497718811
0.480094,-0.7668812274932861
0.48676058333333333,-1.1469342708587646
0.49342716666666664,-1.6482303142547607
0.50009375,-2.2603485584259033
0.5067603333333334,-2.5768823623657227
0.5134269166666666,-2.242788314819336
0.5200935,-1.8335659503936768
0.5267600833333334,-1.54557466506958
0.5334266666666667,-1.432889461517334
0.54009325,-1.3898926973342896
0.5467598333333333,-1.2843122482299805
0.5534264166666667,-1.3018425703048706
0.560093,-1.306288480758667
0.5667595833333333,-1.1872717142105103
0.5734261666666667,-1.0957450866699219
0.58009275,-0.9985406398773193
0.5867593333333333,-0.9238362312316895
0.5934259166666667,-0.8353253602981567
0.6000925,-0.7202264070510864
0.6067590833333333,-0.673073410987854
0.6134256666666666,-0.6135495901107788
0.62009225,-0.5676809549331665
0.6267588333333334,-0.5482437014579773
0.6334254166666666,-0.6023423671722412
0.640092,-0.609561562538147
0.6467585833333334,-0.5930413603782654
0.6534251666666666,-0.562597930431366
0.66009175,-0.5487962365150452
0.6667583333333333,-0.5177474617958069
0.6734249166666667,-0.4927442669868469
0.6800915,-0.4713802933692932
0.6867580833333333,-0.43991219997406006
0.6934246666666667,-0.4180825352668762
0.7000912499999999,-0.4200310707092285
0.7067578333333333,-0.42009639739990234
0.7134244166666667,-0.4347766637802124
0.720091,-0.4129817485809326
0.7267575833333333,-0.38272786140441895
0.7334241666666667,-0.3772341012954712
0.74009075,-0.3660816550254822
0.7467573333333333,-0.3592144846916199
0.7534239166666666,-0.3628230690956116
0.7600905,-0.3854231834411621
0.7667570833333334,-0.3988708257675171
0.7734236666666666,-0.4076845645904541
0.78009025,-0.4294532537460327
0.7867568333333333,-0.44209152460098267
0.7934234166666667,-0.4735388159751892
0.80009,-0.46994316577911377
0.8067565833333333,-0.5017915368080139
0.8134231666666667,-0.5196737051010132
0.82008975,-0.5264502763748169
0.8267563333333333,-0.5415823459625244
0.8334229166666667,-0.5703864693641663
0.8400895,-0.5792201161384583
0.8467560833333333,-0.6296704411506653
0.8534226666666667,-0.7122904062271118
0.86008925,-0.8263951539993286
0.8667558333333333,-1.0034383535385132
0.8734224166666666,-1.2248077392578125
0.880089,-1.345534086227417
0.8867555833333334,-1.4531716108322144
0.8934221666666666,-1.5502208471298218
0.90008875,-1.5687190294265747
0.9067553333333334,-1.6401180028915405
0.9134219166666666,-1.6848928928375244
0.9200885,-1.729752540588379
0.9267550833333333,-1.764516830444336
0.9334216666666667,-1.8604578971862793
0.94008825,-2.026905059814453
0.9467548333333333,-2.2691187858581543
0.9534214166666667,-2.4945859909057617
0.960088,-2.6248831748962402
0.9667545833333333,-2.624513864517212
0.9734211666666667,-2.525212287902832
0.98008775,-2.3754782676696777
0.9867543333333333,-2.2140603065490723
0.9934209166666667,-2.135382890701294
1.0000875,-2.0247116088867188
1.0067540833333333,-1.9272551536560059
1.0134206666666667,-1.8533642292022705
1.02008725,-1.6782867908477783
1.0267538333333333,-1.5610377788543701
1.0334204166666667,-1.440901756286621
1.040087,-1.334204912185669
1.0467535833333332,-1.201251745223999
1.0534201666666667,-1.126039981842041
1.06008675,-1.0379691123962402
1.0667533333333334,-0.956847071647644
1.0734199166666667,-0.919919490814209
1.0800865,-0.8405827283859253
1.0867530833333334,-0.7957203388214111
1.0934196666666667,-0.7346576452255249
1.10008625,-0.6664044857025146
1.1067528333333334,-0.6319292187690735
1.1134194166666667,-0.6109277009963989
1.120086,-0.5762578248977661
1.1267525833333334,-0.5733538269996643
1.1334191666666666,-0.6015743613243103
1.14008575,-0.5582087635993958
1.1467523333333334,-0.5802400708198547
1.1534189166666666,-0.6088574528694153
1.1600855,-0.6363860368728638
1.1667520833333334,-0.7209622859954834
1.1734186666666666,-0.7355475425720215
1.18008525,-0.8090401887893677
1.1867518333333333,-0.8690714836120605
1.1934184166666666,-0.9355103969573975
1.200085,-1.0010876655578613
1.2067515833333333,-1.080198049545288
1.2134181666666666,-1.1649476289749146
1.22008475,-1.2230088710784912
1.2267513333333333,-1.2969262599945068
1.2334179166666666,-1.3804502487182617
1.2400845,-1.3925037384033203
1.2467510833333333,-1.4737943410873413
1.2534176666666668,-1.4373266696929932
1.26008425,-1.465083122253418
1.2667508333333333,-1.4964734315872192
1.2734174166666667,-1.5400283336639404
1.280084,-1.5728886127471924
1.2867505833333333,-1.6113464832305908
1.2934171666666667,-1.6579489707946777
1.30008375,-1.708695411682129
1.3067503333333332,-1.7859244346618652
1.3134169166666667,-1.9060683250427246
1.3200835,-1.9763145446777344
1.3267500833333334,-2.1827831268310547
1.3334166666666667,-2.2769670486450195
1.34008325,-2.433873414993286
1.3467498333333334,-2.55275297164917
1.3534164166666667,-2.6789517402648926
1.360083,-2.743476152420044
1.3667495833333334,-2.7817564010620117
1.3734161666666667,-2.793807029724121
1.38008275,-2.680082321166992
1.3867493333333334,-2.6496386528015137
1.3934159166666666,-2.5268006324768066
1.4000825,-2.4014856815338135
1.4067490833333334,-2.2705435752868652
1.4134156666666666,-2.1296725273132324
1.42008225,-1.9818332195281982
1.4267488333333334,-1.8717365264892578
1.4334154166666666,-1.762789249420166
1.440082,-1.6373865604400635
1.4467485833333333,-1.544535756111145
1.4534151666666666,-1.5302753448486328
1.46008175,-1.5042591094970703
1.4667483333333333,-1.5390130281448364
1.4734149166666666,-1.572296142578125
1.4800815,-1.5927008390426636
1.4867480833333333,-1.619220495223999
1.4934146666666666,-1.6308592557907104
1.50008125,-1.6761133670806885
1.5067478333333333,-1.6867613792419434
1.5134144166666668,-1.6654210090637207
1.520081,-1.667215347290039
1.5267475833333333,-1.7122299671173096
1.5334141666666667,-1.7527379989624023
1.54008075,-1.7642590999603271
1.5467473333333333,-1.817032814025879
1.5534139166666667,-1.9310328960418701
1.5600805,-2.0154383182525635
1.5667470833333332,-2.1146199703216553
1.5734136666666667,-2.262683391571045
1.58008025,-2.3683524131774902
1.5867468333333334,-2.4332563877105713
1.5934134166666667,-2.318970203399658
1.60008,-2.187279224395752
1.6067465833333334,-2.070967197418213
1.6134131666666667,-1.9631218910217285
1.62007975,-1.972764492034912
1.6267463333333334,-1.9580044746398926
1.6334129166666667,-2.0448157787323
1.6400795,-2.1257190704345703
1.6467460833333334,-2.173675537109375
1.6534126666666666,-2.3094735145568848
1.66007925,-2.3878369331359863
1.6667458333333334,-2.6128902435302734
1.6734124166666666,-2.7829999923706055
1.680079,-2.9669129848480225
1.6867455833333334,-3.183638095855713
1.6934121666666666,-3.3553342819213867
1.70007875,-3.4843568801879883
1.7067453333333333,-3.63795804977417
1.7134119166666666,-3.823336601257324
1.7200785,-3.863466262817383
1.7267450833333333,-3.838376522064209
1.7334116666666666,-3.7760300636291504
1.74007825,-3.6148219108581543
