freq_GHz,S11_dB
3.0860000000000003,-2.299422881298139
3.088,-2.2913943856251797
3.09,-2.2834321589443967
3.092,-2.2755357038389246
3.0940000000000003,-2.267704528986152
3.096,-2.2599381490811217
3.098,-2.2522360847609573
3.1,-2.2445978625305028
3.1020000000000003,-2.2370230146888943
3.104,-2.229511079257658
3.106,-2.222061599909574
3.108,-2.2146741258988145
3.1100000000000003,-2.2073482119922003
3.112,-2.200083418401225
3.114,-2.192879310715546
3.116,-2.1857354598370113
3.1180000000000003,-2.1786514419156644
3.12,-2.171626838284721
3.122,-2.1646612353992496
3.124,-2.1577542247734303
3.1260000000000003,-2.1509054029199994
3.128,-2.144114371290616
3.13,-2.1373807362163495
3.132,-2.1307041088498417
3.1340000000000003,-2.1240841051079307
3.136,-2.1175203456154024
3.138,-2.1110124556494463
3.14,-2.1045600650848533
3.1420000000000003,-2.098162808340193
3.144,-2.0918203243245435
3.146,-2.085532256385465
3.148,-2.079298252257828
3.1500000000000004,-2.073117964012039
3.152,-2.0669910480052414
3.154,-2.0609171648310736
3.156,-2.0548959792720733
3.1580000000000004,-2.048927160251252
3.16,-2.0430103807852236
3.162,-2.03714531793804
3.164,-2.0313316527749428
3.166,-2.025569070318054
3.168,-2.0198572595015887
3.17,-2.0141959131279257
3.1719999999999997,-2.0085847278254336
3.174,-2.003023404004875
3.176,-1.997511645818744
3.178,-1.992049161118969
3.1799999999999997,-1.986635661417514
3.182,-1.9812708618451078
3.184,-1.9759544811130287
3.186,-1.9706862414732207
3.1879999999999997,-1.9654658686810076
3.19,-1.9602930919565549
3.192,-1.9551676439480912
3.194,-1.9500892606954754
3.1959999999999997,-1.9450576815934928
3.198,-1.9400726493570022
3.2,-1.9351339099852072
3.202,-1.9302412127276711
3.2039999999999997,-1.9253943100499646
3.206,-1.9205929575999938
3.208,-1.9158369141754952
3.21,-1.911125941690838
3.2119999999999997,-1.9064598051449455
3.214,-1.9018382725901328
3.216,-1.8972611151003924
3.218,-1.8927281067408221
3.2199999999999998,-1.8882390245373906
3.222,-1.8837936484469375
3.224,-1.8793917613275828
3.226,-1.875033148910433
3.2279999999999998,-1.8707175997695504
3.23,-1.8664449052955123
3.232,-1.862214859666023
3.234,-1.8580272598197445
3.2359999999999998,-1.8538819054281426
3.238,-1.8497785988700668
3.24,-1.8457171452047807
3.242,-1.8416973521460194
3.2439999999999998,-1.837719030036638
3.246,-1.8337819918242326
3.248,-1.8298860530347438
3.25,-1.8260310317497372
3.252,-1.8222167485811005
3.254,-1.8184430266483131
3.2560000000000002,-1.8147096915537977
3.258,-1.8110165713613298
3.26,-1.8073634965723566
3.262,-1.8037503001035629
3.2640000000000002,-1.800176817265248
3.266,-1.7966428857396732
3.268,-1.7931483455588357
3.27,-1.7896930390839927
3.2720000000000002,-1.7862768109847416
3.274,-1.7828995082179275
3.276,-1.7795609800083565
3.278,-1.776261077827991
3.2800000000000002,-1.7729996553760707
3.282,-1.7697765685611495
3.284,-1.7665916754802224
3.286,-1.7634448364008117
3.2880000000000003,-1.760335913742591
3.29,-1.7572647720583459
3.292,-1.754231278016356
3.294,-1.7512353003823606
3.2960000000000003,-1.7482767100025898
3.298,-1.74535537978567
3.3,-1.7424711846863663
3.302,-1.739624001687663
3.3040000000000003,-1.736813709785899
3.306,-1.734040189972619
3.308,-1.7313033252200398
3.31,-1.7286030004641242
3.3120000000000003,-1.7259391025894049
3.314,-1.7233115204135432
3.316,-1.720720144672134
3.318,-1.7181648680039399
3.3200000000000003,-1.715645584935315
3.322,-1.7131621918671862
3.324,-1.7107145870595089
3.326,-1.7083026706172098
3.3280000000000003,-1.7059263444769486
3.33,-1.7035855123930403
3.332,-1.7012800799235883
3.334,-1.699009954418055
3.3360000000000003,-1.6967750450033139
3.338,-1.6945752625710022
3.34,-1.6924105197653208
3.342,-1.6902807309694101
3.3440000000000003,-1.6881858122941005
3.346,-1.6861256815645191
3.348,-1.684100258309673
3.35,-1.6821094637490808
3.3520000000000003,-1.6801532207819756
3.354,-1.6782314539755916
3.356,-1.676344089554202
3.358,-1.6744910553873082
3.3600000000000003,-1.6726722809790273
3.362,-1.6708876974574398
3.364,-1.669137237563862
3.366,-1.6674208356420095
3.3680000000000003,-1.6657384276282552
3.37,-1.6640899510408655
3.372,-1.6624753449703369
3.374,-1.6608945500697172
3.3760000000000003,-1.6593475085440479
3.378,-1.657834164141602
3.38,-1.656354462144674
3.382,-1.6549083493589536
3.3840000000000003,-1.6534957741058305
3.386,-1.6521166862128012
3.388,-1.6507710370040796
3.39,-1.6494587792931141
3.3920000000000003,-1.648179867372802
3.394,-1.6469342570077288
3.396,-1.6457219054254404
3.398,-1.644542771308719
3.4000000000000004,-1.6433968147872107
3.402,-1.6422839974289407
3.404,-1.6412042822337205
3.406,-1.6401576336243031
3.4080000000000004,-1.6391440174397154
3.41,-1.6381634009271373
3.412,-1.6372157527346376
3.414,-1.6363010429045566
3.4160000000000004,-1.6354192428657257
3.418,-1.6345703254267894
3.42,-1.633754264769402
3.4219999999999997,-1.6329710364411847
3.424,-1.6322206173492328
3.426,-1.6315029857539924
3.428,-1.6308181212619055
3.4299999999999997,-1.6301660048196616
3.432,-1.629546618708534
3.434,-1.6289599465369253
3.436,-1.6284059732353706
